Employee_Wage_Id,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_WAGE_LEVEL,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,Employee_Id
31728,87859.0,Year,II,92000.0,0.0,Year,40261
31729,112341.0,Year,IV,140000.0,0.0,Year,40262
31730,134779.0,Year,No Record,141831.0,0.0,Year,40263
31731,84906.0,Year,II,100000.0,0.0,Year,40264
31732,162323.0,Year,III,162323.0,0.0,Year,40265
31733,33.55,Hour,I,37.25,0.0,Hour,40266
31734,68432.0,Year,II,82000.0,0.0,Year,40267
31735,88005.0,Year,III,122000.06,0.0,Year,40268
31736,95139.0,Year,IV,103800.06,124560.0,Year,40269
31737,55.8,Hour,IV,73.07,0.0,Hour,40270
31738,77792.0,Year,I,77792.0,105000.0,Year,40271
31739,96699.0,Year,IV,112030.26,0.0,Year,40272
31740,107016.0,Year,III,113339.0,142500.0,Year,40273
31741,252637.0,Year,IV,252637.0,0.0,Year,40274
31742,178526.0,Year,IV,178526.0,178526.01,Year,40275
31743,105269.0,Year,III,175000.0,0.0,Year,40276
31744,101504.0,Year,II,101600.0,0.0,Year,40277
31745,167503.0,Year,No Record,170000.0,0.0,Year,40278
31746,87485.0,Year,II,88000.0,0.0,Year,40279
31747,157477.0,Year,III,157477.0,0.0,Year,40280
31748,95472.0,Year,III,95500.0,114900.0,Year,40281
31749,44824.0,Year,I,44824.0,45000.0,Year,40282
31750,113339.0,Year,III,115000.0,0.0,Year,40283
31751,80891.0,Year,IV,103107.0,0.0,Year,40284
31752,52.16,Hour,III,52.16,52.26,Hour,40285
31753,164050.0,Year,IV,165000.0,0.0,Year,40286
31754,109595.0,Year,IV,127000.0,0.0,Year,40287
31755,157394.0,Year,IV,157394.0,219800.0,Year,40288
31756,231608.0,Year,III,240000.0,0.0,Year,40289
31757,82285.0,Year,III,82285.0,0.0,Year,40290
31758,111197.0,Year,IV,135500.0,0.0,Year,40291
31759,138362.0,Year,IV,138362.0,195600.0,Year,40292
31760,84781.0,Year,II,101326.0,0.0,Year,40293
31761,86632.0,Year,II,87000.0,100000.0,Year,40294
31762,78562.0,Year,II,78562.0,0.0,Year,40295
31763,86382.0,Year,II,105000.0,135000.0,Year,40296
31764,100797.0,Year,II,128335.0,0.0,Year,40297
31765,110094.0,Year,II,110900.0,230200.0,Year,40298
31766,44034.0,Year,No Record,65000.0,0.0,Year,40299
31767,101130.0,Year,III,108680.0,0.0,Year,40300
31768,109138.0,Year,III,128000.0,179000.0,Year,40301
31769,130894.0,Year,II,155000.0,0.0,Year,40302
31770,90896.0,Year,IV,95000.0,115000.0,Year,40303
31771,97760.0,Year,I,109700.0,0.0,Year,40304
31772,80246.0,Year,III,80246.0,128406.0,Year,40305
31773,197496.0,Year,IV,225000.0,250000.0,Year,40306
31774,69826.0,Year,II,70980.0,0.0,Year,40307
31775,87797.0,Year,III,125000.0,0.0,Year,40308
31776,118456.0,Year,III,152575.02,0.0,Year,40309
31777,112341.0,Year,IV,117311.5,0.0,Year,40310
31778,79914.0,Year,I,85000.0,95000.0,Year,40311
31779,65291.0,Year,II,150000.0,0.0,Year,40312
31780,68432.0,Year,II,80850.0,0.0,Year,40313
31781,111530.0,Year,IV,130000.0,0.0,Year,40314
31782,123614.0,Year,III,138000.0,0.0,Year,40315
31783,84490.0,Year,II,84490.0,0.0,Year,40316
31784,81390.0,Year,III,105000.0,0.0,Year,40317
31785,145662.0,Year,III,146000.0,170000.0,Year,40318
31786,50.14,Hour,I,50.14,50.15,Hour,40319
31787,90750.0,Year,II,98000.0,118000.0,Year,40320
31788,95555.0,Year,III,137000.0,0.0,Year,40321
31789,55563.0,Year,II,56000.0,0.0,Year,40322
31790,138362.0,Year,IV,138362.0,162869.08,Year,40323
31791,127504.0,Year,IV,127504.0,130000.0,Year,40324
31792,147160.0,Year,III,147160.0,177000.0,Year,40325
31793,99861.0,Year,II,99964.8,0.0,Year,40326
31794,99050.0,Year,III,110000.0,0.0,Year,40327
31795,125445.0,Year,IV,182000.0,239000.0,Year,40328
31796,100443.0,Year,II,185000.0,0.0,Year,40329
31797,137280.0,Year,IV,650000.0,0.0,Year,40330
31798,117686.0,Year,III,118000.0,0.0,Year,40331
31799,87277.0,Year,I,116100.0,0.0,Year,40332
31800,108826.0,Year,IV,108826.0,0.0,Year,40333
31801,141378.0,Year,IV,250000.0,300000.0,Year,40334
31802,133411.0,Year,IV,141450.0,151450.0,Year,40335
31803,81640.0,Year,II,81640.0,96640.0,Year,40336
31804,136797.0,Year,No Record,146600.0,0.0,Year,40337
31805,118373.0,Year,III,129000.0,0.0,Year,40338
31806,98550.0,Year,II,98550.0,0.0,Year,40339
31807,71968.0,Year,II,71968.0,112400.0,Year,40340
31808,121547.0,Year,No Record,121547.0,0.0,Year,40341
31809,119870.0,Year,III,150000.0,0.0,Year,40342
31810,152277.0,Year,II,155000.0,0.0,Year,40343
31811,132184.0,Year,IV,180000.0,0.0,Year,40344
31812,7843.9,Year,III,108973.2,0.0,Month,40345
31813,81723.0,Year,III,108000.0,0.0,Year,40346
31814,76294.0,Year,II,120000.0,145000.0,Year,40347
31815,139207.0,Year,No Record,140220.0,0.0,Year,40348
31816,114234.0,Year,IV,125000.0,0.0,Year,40349
31817,174678.0,Year,II,174678.0,212472.0,Year,40350
31818,163342.0,Year,III,186560.0,237440.0,Year,40351
31819,100090.0,Year,IV,129750.0,0.0,Year,40352
31820,122616.0,Year,IV,122616.0,160733.92,Year,40353
31821,98259.0,Year,III,118000.0,0.0,Year,40354
31822,95472.0,Year,III,95472.0,95500.0,Year,40355
31823,99091.0,Year,II,105000.0,0.0,Year,40356
31824,98030.0,Year,III,100645.0,0.0,Year,40357
31825,119350.0,Year,II,155940.0,0.0,Year,40358
31826,79518.0,Year,II,85000.0,95000.0,Year,40359
31827,119350.0,Year,II,151908.0,0.0,Year,40360
31828,68432.0,Year,II,110110.0,0.0,Year,40361
31829,217755.0,Year,IV,217755.0,301000.0,Year,40362
31830,78562.0,Year,II,79000.0,0.0,Year,40363
31831,99091.0,Year,II,116043.0,170000.0,Year,40364
31832,130894.0,Year,II,130894.0,0.0,Year,40365
31833,50544.0,Year,I,53000.0,0.0,Year,40366
31834,84032.0,Year,II,84032.0,95000.0,Year,40367
31835,63877.0,Year,I,95250.0,0.0,Year,40368
31836,120224.0,Year,III,120224.0,174200.0,Year,40369
31837,106163.0,Year,II,106163.0,0.0,Year,40370
31838,130894.0,Year,II,132000.0,0.0,Year,40371
31839,99445.0,Year,IV,106000.18,0.0,Year,40372
31840,83699.0,Year,II,98000.0,0.0,Year,40373
31841,67205.0,Year,II,80000.0,0.0,Year,40374
31842,119350.0,Year,II,147745.0,0.0,Year,40375
31843,130894.0,Year,II,130894.0,0.0,Year,40376
31844,119350.0,Year,II,154440.0,0.0,Year,40377
31845,119350.0,Year,II,141000.0,0.0,Year,40378
31846,79914.0,Year,I,79950.0,0.0,Year,40379
31847,175510.0,Year,IV,190000.0,0.0,Year,40380
31848,47715.0,Year,I,47715.0,0.0,Year,40381
31849,94037.0,Year,II,94037.0,134000.0,Year,40382
31850,40.4,Hour,II,47.0,0.0,Hour,40383
31851,130894.0,Year,II,135000.0,209000.0,Year,40384
31852,101026.0,Year,III,101026.0,110000.0,Year,40385
31853,59.46,Hour,IV,70.0,0.0,Hour,40386
31854,136427.0,Year,IV,136887.0,0.0,Year,40387
31855,151882.0,Year,IV,158000.0,0.0,Year,40388
31856,143562.0,Year,IV,143562.0,0.0,Year,40389
31857,101130.0,Year,III,109425.55,0.0,Year,40390
31858,69826.0,Year,II,75000.0,0.0,Year,40391
31859,97594.0,Year,III,97594.0,102594.0,Year,40392
31860,126714.0,Year,IV,126714.0,162869.08,Year,40393
31861,97635.0,Year,IV,120000.0,0.0,Year,40394
31862,125445.0,Year,IV,130000.0,150000.0,Year,40395
31863,139485.0,Year,IV,155000.0,0.0,Year,40396
31864,101754.0,Year,II,133000.0,0.0,Year,40397
31865,116043.0,Year,II,138000.0,0.0,Year,40398
31866,135533.0,Year,IV,135533.0,0.0,Year,40399
31867,162510.0,Year,IV,200000.0,0.0,Year,40400
31868,111176.0,Year,III,111176.0,158300.0,Year,40401
31869,116792.0,Year,IV,116792.0,165286.0,Year,40402
31870,125362.0,Year,IV,170000.0,0.0,Year,40403
31871,108826.0,Year,II,132500.0,0.0,Year,40404
31872,65707.0,Year,I,76898.0,0.0,Year,40405
31873,155982.0,Year,No Record,156000.0,0.0,Year,40406
31874,121763.0,Year,II,125000.0,0.0,Year,40407
31875,114483.0,Year,III,125000.0,150000.0,Year,40408
31876,84094.0,Year,II,84094.0,84100.0,Year,40409
31877,125445.0,Year,IV,125445.0,0.0,Year,40410
31878,116230.0,Year,II,116230.0,0.0,Year,40411
31879,145454.0,Year,IV,165000.0,0.0,Year,40412
31880,105706.0,Year,III,120000.0,0.0,Year,40413
31881,100443.0,Year,II,115000.0,0.0,Year,40414
31882,61920.0,Year,No Record,82500.0,0.0,Year,40415
31883,120952.0,Year,IV,158000.0,178000.0,Year,40416
31884,80163.0,Year,II,80163.0,0.0,Year,40417
31885,119350.0,Year,II,138545.0,0.0,Year,40418
31886,84638.0,Year,No Record,84638.0,108040.0,Year,40419
31887,80642.0,Year,II,80642.0,110000.0,Year,40420
31888,108240.0,Year,III,251000.0,0.0,Year,40421
31889,130021.0,Year,III,135000.0,175000.0,Year,40422
31890,99091.0,Year,II,100000.0,125000.0,Year,40423
31891,94411.0,Year,II,94411.0,100000.0,Year,40424
31892,61547.0,Year,II,75317.0,0.0,Year,40425
31893,91790.0,Year,II,115000.0,0.0,Year,40426
31894,69451.0,Year,II,136000.0,155000.0,Year,40427
31895,96907.0,Year,II,96907.0,96910.0,Year,40428
31896,144726.0,Year,III,150000.0,0.0,Year,40429
31897,91637.0,Year,No Record,109300.0,174800.0,Year,40430
31898,119163.0,Year,III,119163.0,147900.0,Year,40431
31899,119122.0,Year,IV,136000.0,0.0,Year,40432
31900,104770.0,Year,III,118450.0,0.0,Year,40433
31901,92685.0,Year,II,92700.0,0.0,Year,40434
31902,130894.0,Year,II,145000.0,0.0,Year,40435
31903,142438.0,Year,III,144300.0,0.0,Year,40436
31904,130894.0,Year,II,130894.0,172024.0,Year,40437
31905,76627.0,Year,III,76856.0,108047.0,Year,40438
31906,90397.0,Year,II,91000.0,0.0,Year,40439
31907,57595.0,Year,I,75816.0,116292.8,Year,40440
31908,85842.0,Year,II,102000.0,0.0,Year,40441
31909,94016.0,Year,II,99000.0,0.0,Year,40442
31910,98550.0,Year,II,99000.0,119000.0,Year,40443
31911,75670.0,Year,II,75670.0,83000.0,Year,40444
31912,148221.0,Year,III,148221.0,163356.0,Year,40445
31913,86632.0,Year,II,87000.0,100000.0,Year,40446
31914,184080.0,Year,IV,210000.0,0.0,Year,40447
31915,19.73,Hour,I,21.63,0.0,Hour,40448
31916,139207.0,Year,No Record,143413.0,0.0,Year,40449
31917,114026.0,Year,II,120000.0,140000.0,Year,40450
31918,43.59,Hour,III,44.56,56.0,Hour,40451
31919,74589.0,Year,II,100000.0,120000.0,Year,40452
31920,109402.0,Year,No Record,197265.6,0.0,Year,40453
31921,107931.0,Year,III,120000.0,130000.0,Year,40454
31922,56763.0,Year,I,70000.0,0.0,Year,40455
31923,96720.0,Year,IV,96720.0,0.0,Year,40456
31924,111843.0,Year,No Record,111843.0,122000.0,Year,40457
31925,162510.0,Year,IV,169000.0,0.0,Year,40458
31926,123614.0,Year,III,140000.0,0.0,Year,40459
31927,72883.0,Year,I,72900.0,0.0,Year,40460
31928,150155.0,Year,IV,155000.0,195000.0,Year,40461
31929,64.85,Hour,II,64.85,0.0,Hour,40462
31930,53498.0,Year,I,53498.0,0.0,Year,40463
31931,45947.0,Year,I,74068.0,0.0,Year,40464
31932,80330.0,Year,II,90000.0,0.0,Year,40465
31933,162689.0,Year,No Record,170077.0,0.0,Year,40466
31934,122907.0,Year,IV,131000.0,0.0,Year,40467
31935,184080.0,Year,IV,188820.0,0.0,Year,40468
31936,97173.0,Year,No Record,97173.0,127173.0,Year,40469
31937,98550.0,Year,II,99000.0,0.0,Year,40470
31938,81494.0,Year,II,81494.0,85000.24,Year,40471
31939,90397.0,Year,II,90420.0,0.0,Year,40472
31940,75213.0,Year,II,94683.74,0.0,Year,40473
31941,77418.0,Year,II,78000.0,0.0,Year,40474
31942,111738.0,Year,II,140000.0,0.0,Year,40475
31943,93704.0,Year,II,93800.0,109800.0,Year,40476
31944,198111.0,Year,No Record,198111.0,0.0,Year,40477
31945,100298.0,Year,III,157155.0,0.0,Year,40478
31946,75795.0,Year,II,88000.0,0.0,Year,40479
31947,35339.0,Year,I,52000.0,0.0,Year,40480
31948,94037.0,Year,II,94037.0,101760.0,Year,40481
31949,33.0,Hour,I,33.0,0.0,Hour,40482
31950,83138.0,Year,III,127420.8,0.0,Year,40483
31951,184850.0,Year,IV,184850.0,0.0,Year,40484
31952,157477.0,Year,III,157477.0,229000.0,Year,40485
31953,92082.0,Year,II,110000.0,0.0,Year,40486
31954,90750.0,Year,II,90750.0,131800.0,Year,40487
31955,130894.0,Year,II,167000.0,0.0,Year,40488
31956,79914.0,Year,I,80000.0,0.0,Year,40489
31957,106808.0,Year,III,106808.0,137500.0,Year,40490
31958,109138.0,Year,III,125000.0,0.0,Year,40491
31959,29994.0,Year,I,84000.0,0.0,Year,40492
31960,110550.0,Year,No Record,110550.0,124048.64,Year,40493
31961,184080.0,Year,IV,184080.0,0.0,Year,40494
31962,42.81,Hour,II,42.82,0.0,Hour,40495
31963,108680.0,Year,III,123614.0,0.0,Year,40496
31964,84136.0,Year,I,108000.0,168000.0,Year,40497
31965,208000.0,Year,No Record,260104.0,0.0,Year,40498
31966,69826.0,Year,II,69826.0,112400.0,Year,40499
31967,57000.0,Year,No Record,74640.0,0.0,Year,40500
31968,101525.0,Year,III,112875.0,0.0,Year,40501
31969,107199.0,Year,No Record,107199.0,120000.0,Year,40502
31970,139922.0,Year,IV,259000.0,0.0,Year,40503
31971,89710.0,Year,I,125000.0,0.0,Year,40504
31972,59280.0,Year,I,68000.0,68001.0,Year,40505
31973,79914.0,Year,I,79914.0,0.0,Year,40506
31974,98550.0,Year,II,100110.0,100111.0,Year,40507
31975,69243.0,Year,II,69243.0,112400.0,Year,40508
31976,131685.0,Year,IV,143310.0,154020.0,Year,40509
31977,93666.0,Year,No Record,93750.0,0.0,Year,40510
31978,134243.0,Year,III,145000.0,0.0,Year,40511
31979,33.0,Hour,I,33.0,0.0,Hour,40512
31980,72155.0,Year,I,82100.0,0.0,Year,40513
31981,141226.0,Year,No Record,141226.0,184574.0,Year,40514
31982,139360.0,Year,IV,141500.0,212300.0,Year,40515
31983,90397.0,Year,II,90397.0,91000.0,Year,40516
31984,123677.0,Year,IV,123677.0,201500.0,Year,40517
31985,119933.0,Year,III,170000.0,0.0,Year,40518
31986,70824.0,Year,I,71000.0,85000.0,Year,40519
31987,66660.0,Year,No Record,66660.0,76850.0,Year,40520
31988,133349.0,Year,IV,158000.0,249700.0,Year,40521
31989,45.21,Hour,II,45.21,0.0,Hour,40522
31990,126277.0,Year,IV,138100.0,249700.0,Year,40523
31991,108389.0,Year,IV,160000.0,0.0,Year,40524
31992,99008.0,Year,III,99008.0,160000.0,Year,40525
31993,97760.0,Year,I,138000.0,0.0,Year,40526
31994,85571.0,Year,II,85571.0,0.0,Year,40527
31995,156166.0,Year,III,175000.0,0.0,Year,40528
31996,101130.0,Year,III,101130.0,0.0,Year,40529
31997,130894.0,Year,II,165000.0,0.0,Year,40530
31998,43368.0,Year,II,61500.0,97400.0,Year,40531
31999,80163.0,Year,II,80163.0,0.0,Year,40532
32000,121763.0,Year,II,150000.0,0.0,Year,40533
32001,84115.0,Year,II,84115.0,0.0,Year,40534
32002,71947.0,Year,I,71947.0,0.0,Year,40535
32003,121264.0,Year,IV,180000.0,0.0,Year,40536
32004,69763.0,Year,II,79200.0,0.0,Year,40537
32005,102669.0,Year,IV,102669.0,125000.0,Year,40538
32006,163072.0,Year,II,170000.0,230000.0,Year,40539
32007,123677.0,Year,III,125000.0,0.0,Year,40540
32008,114899.0,Year,IV,171521.04,0.0,Year,40541
32009,88442.0,Year,III,93650.0,0.0,Year,40542
32010,50960.0,Year,I,50960.0,0.0,Year,40543
32011,173487.0,Year,No Record,180000.0,0.0,Year,40544
32012,120307.0,Year,IV,138000.0,0.0,Year,40545
32013,98550.0,Year,II,99000.0,119000.0,Year,40546
32014,119350.0,Year,II,127228.0,0.0,Year,40547
32015,15.8,Hour,I,27.2,0.0,Hour,40548
32016,78499.0,Year,II,110000.0,0.0,Year,40549
32017,88941.0,Year,III,136000.0,0.0,Year,40550
32018,84885.0,Year,III,84885.0,126189.0,Year,40551
32019,146099.0,Year,IV,148005.3,0.0,Year,40552
32020,75795.0,Year,I,90022.0,0.0,Year,40553
32021,42150.0,Year,I,50191.0,0.0,Year,40554
32022,45.76,Hour,II,46.0,0.0,Hour,40555
32023,144726.0,Year,III,144726.0,185040.0,Year,40556
32024,94723.0,Year,II,94750.0,116700.0,Year,40557
32025,84448.0,Year,II,100000.08,0.0,Year,40558
32026,76294.0,Year,II,76294.0,0.0,Year,40559
32027,102107.0,Year,II,123200.0,0.0,Year,40560
32028,72363.0,Year,II,72363.0,112400.0,Year,40561
32029,61339.0,Year,II,61339.0,113300.0,Year,40562
32030,74027.0,Year,III,107000.0,0.0,Year,40563
32031,75858.0,Year,II,94050.0,0.0,Year,40564
32032,127504.0,Year,IV,256000.0,0.0,Year,40565
32033,94806.0,Year,II,94806.0,0.0,Year,40566
32034,43389.0,Year,I,53495.0,0.0,Year,40567
32035,120307.0,Year,IV,120500.0,140000.0,Year,40568
32036,80163.0,Year,II,94037.0,114800.0,Year,40569
32037,117915.0,Year,IV,125362.0,0.0,Year,40570
32038,45.74,Hour,III,45.74,70.0,Hour,40571
32039,94037.0,Year,II,100530.0,0.0,Year,40572
32040,113880.0,Year,III,113880.0,0.0,Year,40573
32041,81494.0,Year,II,120000.0,0.0,Year,40574
32042,36.47,Hour,II,36.47,0.0,Hour,40575
32043,169770.0,Year,IV,169770.0,174900.1,Year,40576
32044,45053.0,Year,I,58240.08,65644.0,Year,40577
32045,139922.0,Year,IV,185000.0,0.0,Year,40578
32046,169312.0,Year,III,169312.0,205000.0,Year,40579
32047,134779.0,Year,No Record,141176.0,0.0,Year,40580
32048,56.58,Hour,I,56.58,0.0,Hour,40581
32049,254280.0,Year,IV,254280.0,459068.0,Year,40582
32050,70054.0,Year,II,70054.0,0.0,Year,40583
32051,57699.0,Year,II,58000.0,78000.0,Year,40584
32052,76045.0,Year,II,76045.0,115000.0,Year,40585
32053,184080.0,Year,IV,209731.17,0.0,Year,40586
32054,101858.0,Year,II,108800.0,163200.0,Year,40587
32055,95264.0,Year,III,165000.0,0.0,Year,40588
32056,54.99,Hour,III,57.0,0.0,Hour,40589
32057,119933.0,Year,III,132323.0,133000.0,Year,40590
32058,45344.0,Year,I,52704.0,70000.0,Year,40591
32059,74027.0,Year,II,74027.0,150000.0,Year,40592
32060,74672.0,Year,II,74672.0,112400.0,Year,40593
32061,84392.0,Year,No Record,110000.0,0.0,Year,40594
32062,94349.0,Year,III,172000.0,0.0,Year,40595
32063,156957.0,Year,III,160000.0,0.0,Year,40596
32064,96907.0,Year,II,155000.0,0.0,Year,40597
32065,114254.0,Year,IV,155793.0,0.0,Year,40598
32066,76.88,Hour,IV,98.44,0.0,Hour,40599
32067,124322.0,Year,II,145000.0,0.0,Year,40600
32068,61339.0,Year,II,64000.0,0.0,Year,40601
32069,69701.0,Year,I,75000.0,0.0,Year,40602
32070,79914.0,Year,I,95700.0,0.0,Year,40603
32071,142779.0,Year,No Record,142779.0,163396.0,Year,40604
32072,72883.0,Year,I,80000.0,0.0,Year,40605
32073,157477.0,Year,III,180000.0,0.0,Year,40606
32074,85842.0,Year,II,90000.0,0.0,Year,40607
32075,131851.0,Year,IV,145000.0,0.0,Year,40608
32076,113339.0,Year,IV,115918.0,134600.0,Year,40609
32077,84094.0,Year,II,85000.0,0.0,Year,40610
32078,40.62,Hour,II,40.62,0.0,Hour,40611
32079,101754.0,Year,II,101754.0,119850.0,Year,40612
32080,94037.0,Year,II,94037.0,158200.0,Year,40613
32081,162510.0,Year,IV,175000.0,0.0,Year,40614
32082,130894.0,Year,II,167000.0,0.0,Year,40615
32083,93621.0,Year,III,108900.0,0.0,Year,40616
32084,84947.0,Year,II,94800.0,116700.0,Year,40617
32085,50.14,Hour,I,50.14,50.15,Hour,40618
32086,101754.0,Year,II,101754.0,110000.0,Year,40619
32087,101754.0,Year,II,102000.0,0.0,Year,40620
32088,102045.0,Year,IV,102045.0,120000.0,Year,40621
32089,76003.0,Year,II,105810.0,0.0,Year,40622
32090,33.0,Hour,I,33.0,0.0,Hour,40623
32091,127629.0,Year,I,153000.0,0.0,Year,40624
32092,85155.0,Year,II,90000.0,0.0,Year,40625
32093,90750.0,Year,II,102000.0,123750.0,Year,40626
32094,101754.0,Year,II,101754.0,0.0,Year,40627
32095,69784.0,Year,I,75000.0,0.0,Year,40628
32096,91790.0,Year,II,120000.0,0.0,Year,40629
32097,88483.0,Year,II,88483.0,110000.0,Year,40630
32098,33.0,Hour,I,33.0,0.0,Hour,40631
32099,119475.0,Year,IV,138000.0,0.0,Year,40632
32100,100395.0,Year,No Record,100395.0,126964.03,Year,40633
32101,81682.0,Year,II,82000.0,137609.0,Year,40634
32102,112507.0,Year,III,130650.0,0.0,Year,40635
32103,45240.0,Year,I,108000.0,0.0,Year,40636
32104,94723.0,Year,II,94723.0,112400.0,Year,40637
32105,108139.0,Year,IV,108139.0,0.0,Year,40638
32106,88150.0,Year,II,88150.0,0.0,Year,40639
32107,114234.0,Year,IV,116000.0,0.0,Year,40640
32108,119350.0,Year,II,119350.0,0.0,Year,40641
32109,172245.0,Year,IV,192189.0,0.0,Year,40642
32110,98550.0,Year,II,99000.0,119000.0,Year,40643
32111,101754.0,Year,II,102000.0,0.0,Year,40644
32112,123718.0,Year,III,135517.0,0.0,Year,40645
32113,70845.0,Year,I,132000.0,0.0,Year,40646
32114,80267.0,Year,II,80267.0,112400.0,Year,40647
32115,15.8,Hour,I,27.2,0.0,Hour,40648
32116,121763.0,Year,II,172475.0,0.0,Year,40649
32117,130894.0,Year,II,131000.0,0.0,Year,40650
32118,53435.0,Year,II,66800.0,113300.0,Year,40651
32119,4458.0,Month,No Record,4458.0,7186.0,Month,40652
32120,140920.0,Year,III,185060.0,0.0,Year,40653
32121,152194.0,Year,III,185000.0,0.0,Year,40654
32122,45947.0,Year,I,69551.0,0.0,Year,40655
32123,39.84,Hour,II,55.0,65.0,Hour,40656
32124,94806.0,Year,II,95000.0,0.0,Year,40657
32125,67434.0,Year,II,67434.0,112400.0,Year,40658
32126,87485.0,Year,II,123500.0,0.0,Year,40659
32127,92082.0,Year,II,135000.0,0.0,Year,40660
32128,71531.0,Year,II,71531.0,112400.0,Year,40661
32129,50544.0,Year,I,53000.0,0.0,Year,40662
32130,100604.0,Year,No Record,100604.0,132400.0,Year,40663
32131,63232.0,Year,II,83200.0,0.0,Year,40664
32132,91520.0,Year,II,91520.0,112250.0,Year,40665
32133,162510.0,Year,IV,195000.0,0.0,Year,40666
32134,40206.0,Year,I,50004.0,0.0,Year,40667
32135,107300.0,Year,No Record,107300.0,131800.0,Year,40668
32136,66934.0,Year,I,72000.0,0.0,Year,40669
32137,83158.0,Year,II,83500.0,0.0,Year,40670
32138,71594.0,Year,I,71594.0,85000.0,Year,40671
32139,124176.0,Year,II,142008.0,0.0,Year,40672
32140,135845.0,Year,IV,165000.0,0.0,Year,40673
32141,96907.0,Year,II,130000.0,145000.0,Year,40674
32142,68598.0,Year,II,68598.0,84469.0,Year,40675
32143,92643.0,Year,III,140000.0,0.0,Year,40676
32144,111176.0,Year,III,112839.9,0.0,Year,40677
32145,78562.0,Year,II,87152.0,0.0,Year,40678
32146,80829.0,Year,II,80829.0,0.0,Year,40679
32147,79914.0,Year,I,92000.0,0.0,Year,40680
32148,98550.0,Year,II,100000.0,0.0,Year,40681
32149,100140.0,Year,No Record,101000.0,120000.0,Year,40682
32150,159619.0,Year,IV,160000.0,0.0,Year,40683
32151,159619.0,Year,IV,160000.0,0.0,Year,40684
32152,120765.0,Year,IV,153450.0,0.0,Year,40685
32153,41.65,Hour,II,50.0,0.0,Hour,40686
32154,101878.0,Year,II,120000.0,140000.0,Year,40687
32155,33571.0,Year,I,50846.0,0.0,Year,40688
32156,114941.0,Year,III,142330.34,0.0,Year,40689
32157,53414.0,Year,II,55557.0,0.0,Year,40690
32158,74027.0,Year,II,74027.0,77224.0,Year,40691
32159,35069.0,Year,I,65000.0,0.0,Year,40692
32160,169562.0,Year,IV,175000.0,0.0,Year,40693
32161,63066.0,Year,I,63066.0,66000.22,Year,40694
32162,75754.0,Year,II,85000.0,0.0,Year,40695
32163,61818.0,Year,II,65000.0,0.0,Year,40696
32164,102460.0,Year,No Record,102460.0,120000.0,Year,40697
32165,102086.0,Year,III,103400.0,0.0,Year,40698
32166,44610.0,Year,I,114444.0,0.0,Year,40699
32167,145725.0,Year,III,145725.0,219000.0,Year,40700
32168,170872.0,Year,IV,195000.0,325000.0,Year,40701
32169,94790.0,Year,No Record,123960.0,0.0,Year,40702
32170,109752.0,Year,No Record,109752.0,160000.0,Year,40703
32171,151987.0,Year,No Record,151987.0,219000.0,Year,40704
32172,102460.0,Year,No Record,140000.0,145000.0,Year,40705
32173,112632.0,Year,II,120000.0,150000.0,Year,40706
32174,104624.0,Year,III,104700.0,132400.0,Year,40707
32175,162453.0,Year,III,225000.0,0.0,Year,40708
32176,68203.0,Year,II,80000.0,0.0,Year,40709
32177,122221.0,Year,III,130000.0,0.0,Year,40710
32178,85571.0,Year,II,85571.0,115107.0,Year,40711
32179,142006.0,Year,No Record,156000.0,0.0,Year,40712
32180,120578.0,Year,II,122000.0,0.0,Year,40713
32181,91853.0,Year,II,91853.0,110125.0,Year,40714
32182,89523.0,Year,II,94760.0,0.0,Year,40715
32183,82035.0,Year,II,82035.0,101280.0,Year,40716
32184,68016.0,Year,II,105000.0,0.0,Year,40717
32185,108264.0,Year,I,108264.0,140300.0,Year,40718
32186,114046.0,Year,I,114046.0,129030.0,Year,40719
32187,94765.0,Year,II,105476.8,0.0,Year,40720
32188,119122.0,Year,II,119122.0,0.0,Year,40721
32189,104811.0,Year,III,120000.0,0.0,Year,40722
32190,77750.0,Year,II,77750.0,100651.0,Year,40723
32191,73861.0,Year,II,75000.0,100000.0,Year,40724
32192,81931.0,Year,II,90000.0,120000.0,Year,40725
32193,110802.0,Year,IV,110802.0,161400.0,Year,40726
32194,59426.0,Year,II,62829.0,0.0,Year,40727
32195,93184.0,Year,I,110000.0,148200.0,Year,40728
32196,91229.0,Year,III,130000.0,160000.0,Year,40729
32197,134930.0,Year,IV,140000.0,0.0,Year,40730
32198,79123.0,Year,I,85000.0,0.0,Year,40731
32199,117458.0,Year,III,156000.0,0.0,Year,40732
32200,105233.0,Year,No Record,105233.0,0.0,Year,40733
32201,96595.0,Year,II,96595.0,96600.0,Year,40734
32202,21.0,Hour,No Record,22.0,0.0,Hour,40735
32203,17.43,Hour,No Record,18.0,0.0,Hour,40736
32204,17.74,Hour,No Record,18.0,0.0,Hour,40737
32205,15080.0,Year,No Record,60000.0,130000.0,Year,40738
32206,87678.0,Year,No Record,87678.0,112969.31,Year,40739
32207,31304.0,Year,II,50000.0,52000.0,Year,40740
32208,62421.0,Year,II,65000.0,0.0,Year,40741
32209,2367.2,Bi-Weekly,II,2400.0,2500.0,Bi-Weekly,40742
32210,91790.0,Year,II,91790.0,0.0,Year,40743
